"EFF_DATE","REGULATORY","AWY_LOCATION","AWY_ID","POINT_SEQ","SEG_VALUE","SEG_TYPE","NAV_NAME","NAV_CITY","ICAO_REGION_CODE","STATE_CODE","COUNTRY_CODE","NEXT_SEG","MAG_COURSE","OPP_MAG_COURSE","MAG_COURSE_DIST","CHGOVR_PT","CHGOVR_PT_NAME","CHGOVR_PT_DIST","AWY_SEG_GAP_FLAG","SIGNAL_GAP_FLAG","DOGLEG","REMARK"
"2023/11/30","Y","C","J6",270,"MRB","VORTAC","MARTINSBURG","MARTINSBURG","","WV","US","HYPER",65.08,248.07,34.02,"LRP","LANCASTER",24,"N","N","N",""
"2023/11/30","Y","C","J6",280,"HYPER","RP   ","","","K6","MD","US","FLIRT",65.08,248.07,28.21,"","",,"N","N","N",""
"2023/11/30","Y","C","J6",290,"FLIRT","RP   ","","","K6","PA","US","SAAME",65.08,248.07,11.87,"","",,"N","N","N",""
"2023/11/30","Y","C","J6",300,"SAAME","RP   ","","","K6","PA","US","LRP",65.08,248.07,10.35,"","",,"N","N","N",""
"2023/11/30","Y","C","J6",310,"LRP","VOR/DME","LANCASTER","LANCASTER","","PA","US","HOUTN",67.37,250.33,25,"","",,"N","N","N",""
"2023/11/30","Y","C","J6",320,"HOUTN","RP   ","","","K6","PA","US","KAYNE",67.37,250.33,10,"","",,"N","N","N",""
"2023/11/30","Y","C","J6",330,"KAYNE","RP   ","","","K6","PA","US","TOWIN",67.37,250.33,12.87,"","",,"N","N","N",""
"2023/11/30","Y","C","J6",340,"TOWIN","RP   ","","","K6","PA","US","PARKE",67.37,250.33,17.26,"","",,"N","N","N",""
"2023/11/30","Y","C","J6",350,"PARKE","RP   ","","","K6","NJ","US","BWZ",67.37,250.33,13.52,"","",,"N","N","N",""
"2023/11/30","Y","C","J6",360,"BWZ","VOR/DME","BROADWAY","SCHOOLEY'S MOUNTAIN","","NJ","US","SAX",49.53,229.72,20.66,"","",,"N","N","N",""
"2023/11/30","Y","C","J6",370,"SAX","VORTAC","SPARTA","SPARTA","","NJ","US","JEFFF",28.86,211.35,11.26,"","",,"N","N","N",""
"2023/11/30","Y","C","J6",380,"JEFFF","RP   ","","","K6","NJ","US","FLOSI",28.86,211.35,18.74,"","",,"N","N","N",""
"2023/11/30","Y","C","J6",390,"FLOSI","RP   ","","","K6","NY","US","WEETS",28.86,211.35,19.8,"","",,"N","N","N",""
"2023/11/30","Y","C","J6",400,"WEETS","RP   ","","","K6","NY","US","ACOVE",28.86,211.35,23.81,"","",,"N","N","N",""
"2023/11/30","Y","C","J6",410,"ACOVE","RP   ","","","K6","NY","US","ALB",28.86,211.35,32.37,"","",,"N","N","N",""
"2023/11/30","Y","C","J6",420,"ALB","VORTAC","ALBANY","ALBANY","","NY","US","",,,,"","",,"N","N","N",""
"2023/11/30","Y","C","J60",10,"LAX","VORTAC","LOS ANGELES","LOS ANGELES","","CA","US","PDZ",75.88,256.38,45.05,"","",,"N","N","N",""
"2023/11/30","Y","C","J60",20,"PDZ","VORTAC","PARADISE","ONTARIO","","CA","US","CIVET",29.9,210.51,9.89,"","",,"N","N","N",""
"2023/11/30","Y","C","J60",30,"CIVET","RP   ","","","K2","CA","US","RESOR",29.9,210.51,30.11,"","",,"N","N","N",""
"2023/11/30","Y","C","J60",40,"RESOR","RP   ","","","K2","CA","US","HEC",29.9,210.51,34.7,"","",,"N","N","N",""
"2023/11/30","Y","C","J60",50,"HEC","VORTAC","HECTOR","HECTOR","","CA","US","BLD",32.07,212.99,106.36,"","",,"N","N","N",""
"2023/11/30","Y","C","J60",60,"BLD","VORTAC","BOULDER CITY","BOULDER CITY","","NV","US","BCE",34.78,216.32,159.67,"","",,"N","N","N",""
"2023/11/30","Y","C","J60",70,"BCE","VORTAC","BRYCE CANYON","BRYCE CANYON","","UT","US","HVE",44.67,225.66,87.65,"","",,"N","N","N",""
"2023/11/30","Y","C","J60",80,"HVE","VORTAC","HANKSVILLE","HANKSVILLE","","UT","US","DBL",54.83,240.22,188.41,"DBL","RED TABLE",75,"N","N","N",""
"2023/11/30","Y","C","J60",90,"DBL","VOR/DME","RED TABLE","EAGLE","","CO","US","DVV",62.73,248.18,108.68,"DVV","MILE HIGH",39,"N","N","N",""
"2023/11/30","Y","C","J60",100,"DVV","VORTAC","MILE HIGH","DENVER","","CO","US","HCT",69.66,249.05,173.48,"","",,"N","N","N",""
"2023/11/30","Y","C","J60",110,"HCT","VORTAC","HAYES CENTER","HAYES CENTER","","NE","US","DRABS",69.25,253.97,117.91,"","",,"N","N","N",""
"2023/11/30","Y","C","J60",120,"DRABS","RP   ","","","K3","NE","US","LNK",69.25,253.97,75.01,"","",,"N","N","N",""
"2023/11/30","Y","C","J60",130,"LNK","VORTAC","LINCOLN","LINCOLN","","NE","US","CNOTA",70.58,257.96,195.05,"","",,"N","N","N",""
"2023/11/30","Y","C","J60",140,"CNOTA","RP   ","","","K3","IA","US","IOW",70.58,257.96,39.88,"","",,"N","N","N",""
"2023/11/30","Y","C","J60",150,"IOW","VOR/DME","IOWA CITY","IOWA CITY","","IA","US","VORIN",83.27,268.46,102.62,"","",,"N","N","N",""
"2023/11/30","Y","C","J60",160,"VORIN","RP   ","","","K5","IL","US","JOT",83.27,268.46,45.87,"","",,"N","N","N",""
"2023/11/30","Y","C","J60",170,"JOT","VOR/DME","JOLIET","JOLIET","","IL","US","HOBAR",87.95,271.47,50,"","",,"N","N","N",""
"2023/11/30","Y","C","J60",180,"HOBAR","RP   ","","","K5","IN","US","GSH",87.95,271.47,53.22,"","",,"N","N","N",""
"2023/11/30","Y","C","J60",190,"GSH","VORTAC","GOSHEN","GOSHEN","","IN","US","ASHEN",92.01,279.57,62.33,"DJB","DRYER",90,"N","N","N",""
"2023/11/30","Y","C","J60",200,"ASHEN","RP   ","","","K5","OH","US","NAPOL",92.01,279.57,22.35,"","",,"N","N","N",""
"2023/11/30","Y","C","J60",210,"NAPOL","RP   ","","","K5","OH","US","MAYZE",92.01,279.57,22.06,"","",,"N","N","N",""
"2023/11/30","Y","C","J60",220,"MAYZE","RP   ","","","K5","OH","US","JERRI",92.01,279.57,48,"","",,"N","N","N",""
"2023/11/30","Y","C","J60",230,"JERRI","RP   ","","","K5","OH","US","DJB",92.01,279.57,20,"","",,"N","N","N",""
"2023/11/30","Y","C","J60",240,"DJB","VOR/DME","DRYER","CLEVELAND","","OH","US","CANCR",101.6,289.35,26.6,"","",,"N","N","N",""
"2023/11/30","Y","C","J60",250,"CANCR","RP   ","","","K5","OH","US","HAGUD",101.6,289.35,53.01,"","",,"N","N","N",""
"2023/11/30","Y","C","J60",260,"HAGUD","RP   ","","","K6","PA","US","TYSUN",101.6,289.35,11.88,"","",,"N","N","N",""
"2023/11/30","Y","C","J60",270,"TYSUN","RP   ","","","K6","PA","US","MIDST",101.6,289.35,79.33,"","",,"N","N","N",""
"2023/11/30","Y","C","J60",280,"MIDST","RP   ","","","K6","PA","US","PSB",101.6,289.35,20.03,"","",,"N","N","N",""
"2023/11/30","Y","C","J60",290,"PSB","VORTAC","PHILIPSBURG","PHILIPSBURG","","PA","US","DOOTH",110.05,291.2,14,"","",,"N","N","N",""
"2023/11/30","Y","C","J60",300,"DOOTH","RP   ","","","K6","PA","US","FORTT",110.05,291.2,11.81,"","",,"N","N","N",""
"2023/11/30","Y","C","J60",310,"FORTT","RP   ","","","K6","PA","US","DANNR",110.05,291.2,55.46,"","",,"N","N","N",""
"2023/11/30","Y","C","J60",320,"DANNR","RP   ","","","K6","PA","US","GYNTS",83.2,264.31,40.22,"","",,"N","N","Y",""
"2023/11/30","Y","C","J60",330,"GYNTS","RP   ","","","K6","PA","US","NEWEL",83.2,264.31,10.87,"","",,"N","N","N",""
"2023/11/30","Y","C","J60",340,"NEWEL","RP   ","","","K6","PA","US","CANDR",83.2,264.31,10.04,"","",,"N","N","N",""
"2023/11/30","Y","C","J60",350,"CANDR","RP   ","","","K6","NJ","US","SAX",83.2,264.31,20,"","",,"N","N","N",""
"2023/11/30","Y","C","J60",360,"SAX","VORTAC","SPARTA","SPARTA","","NJ","US","",,,,"","",,"N","N","N",""
"2023/11/30","Y","A","J603",10,"ELF","NDB","ELFEE","COLD BAY","","AK","US","DLG",20.15,198.71,261.88,"","",,"N","N","N",""
"2023/11/30","Y","A","J603",20,"DLG","VOR/DME","DILLINGHAM","DILLINGHAM","","AK","US","",,,,"","",,"N","N","N",""
"2023/11/30","Y","A","J604",10,"HBT","NDB/DME","BORLAND","SAND POINT","","AK","US","RWO",47.11,230.95,309.46,"","",,"N","N","N",""
"2023/11/30","Y","A","J604",20,"RWO","NDB","WOODY ISLAND","KODIAK","","AK","US","",,,,"","",,"N","N","N",""
"2023/11/30","Y","A","J605",10,"BKA","VORTAC","BIORKA ISLAND","SITKA","","AK","US","MDO",278.69,91.51,375.9,"","",,"N","N","N",""
"2023/11/30","Y","A","J605",20,"MDO","VOR/DME","MIDDLETON ISLAND","MIDDLETON ISLAND","","AK","US","",,,,"","",,"N","N","N",""
"2023/11/30","Y","A","J606",10,"SPY","NDB/DME","ST PAUL ISLAND","ST PAUL ISLAND","","AK","US","GARRS",62.54,250.06,294.15,"","",,"N","N","N",""
"2023/11/30","Y","A","J606",20,"GARRS","RP   ","","","PA","AK","US","AUB",67.11,251,145.75,"","",,"N","N","Y",""
"2023/11/30","Y","A","J606",30,"AUB","NDB","CHINOOK","KING SALMON","","AK","US","",,,,"","",,"N","N","N",""
"2023/11/30","Y","C","J61",10,"EMI","VORTAC","WESTMINSTER","WESTMINSTER","","MD","US","LARRI",339.64,160.99,31.07,"","",,"N","N","N",""
"2023/11/30","Y","C","J61",20,"LARRI","RP   ","","","K6","PA","US","MICAH",339.64,160.99,14.24,"","",,"N","N","N",""
"2023/11/30","Y","C","J61",30,"MICAH","RP   ","","","K6","PA","US","BURNI",339.64,160.99,34.04,"","",,"N","N","N",""
"2023/11/30","Y","C","J61",40,"BURNI","RP   ","","","K6","PA","US","PSB",339.64,160.99,17.78,"","",,"N","N","N",""
"2023/11/30","Y","C","J61",50,"PSB","VORTAC","PHILIPSBURG","PHILIPSBURG","","PA","US","",,,,"","",,"N","N","N",""
"2023/11/30","Y","A","J617",10,"HOM","VOR/DME","HOMER","HOMER","","AK","US","JOH",55.26,236.47,153.1,"JOH","JOHNSTONE POINT",63,"N","N","N",""
"2023/11/30","Y","A","J617",20,"JOH","VOR/DME","JOHNSTONE POINT","JOHNSTONE POINT","","AK","US","",,,,"","",,"N","N","N",""
"2023/11/30","Y","A","J618",10,"ADK","NDB/DME","MOUNT MOFFETT","ADAK ISLAND","","AK","US","HORTH",54.99,243.19,399.38,"","",,"N","N","N",""
"2023/11/30","Y","A","J618",20,"HORTH","RP   ","","","PA","AK","US","MORDI",54.99,243.19,55.05,"","",,"N","N","N",""
"2023/11/30","Y","A","J618",30,"MORDI","RP   ","","","PA","AK","US","ELF",54.99,243.19,82,"","",,"N","N","N",""
"2023/11/30","Y","A","J618",40,"ELF","NDB","ELFEE","COLD BAY","","AK","US","",,,,"","",,"N","N","N",""
"2023/11/30","Y","A","J619",10,"EHM","NDB/DME","CAPE NEWENHAM","CAPE NEWENHAM","","AK","US","SPY",242.45,57.53,276.13,"","",,"N","N","N",""
"2023/11/30","Y","A","J619",20,"SPY","NDB/DME","ST PAUL ISLAND","ST PAUL ISLAND","","AK","US","",,,,"","",,"N","N","N",""
"2023/11/30","Y","A","J623",10,"PDN","NDB/DME","PORT HEIDEN","PORT HEIDEN","","AK","US","CDB",219.53,42.11,171.73,"","",,"N","N","N",""
"2023/11/30","Y","A","J623",20,"CDB","VORTAC","COLD BAY","COLD BAY","","AK","US","BILBE",287.85,105.1,126.52,"","",,"N","N","N",""
"2023/11/30","Y","A","J623",30,"BILBE","RP   ","","","PA","AK","US","SPY",284.47,101.03,147.85,"","",,"N","N","Y",""
"2023/11/30","Y","A","J623",40,"SPY","NDB/DME","ST PAUL ISLAND","ST PAUL ISLAND","","AK","US","",,,,"","",,"N","N","N",""
"2023/11/30","Y","C","J64",10,"LAX","VORTAC","LOS ANGELES","LOS ANGELES","","CA","US","JUGLI",68,248.58,32.24,"","",,"N","N","N",""
"2023/11/30","Y","C","J64",20,"JUGLI","RP   ","","","K2","CA","US","CIVET",68,248.58,20.12,"","",,"N","N","N",""
"2023/11/30","Y","C","J64",30,"CIVET","RP   ","","","K2","CA","US","RESOR",29.98,210.51,30.11,"","",,"N","N","Y",""
"2023/11/30","Y","C","J64",40,"RESOR","RP   ","","","K2","CA","US","HEC",29.98,210.51,34.7,"","",,"N","N","N",""
"2023/11/30","Y","C","J64",50,"HEC","VORTAC","HECTOR","HECTOR","","CA","US","GLACO",55.1,236.78,26,"","",,"N","N","N",""
"2023/11/30","Y","C","J64",60,"GLACO","RP   ","","","K2","CA","US","PGS",55.1,236.78,125.81,"","",,"N","N","N",""
"2023/11/30","Y","C","J64",70,"PGS","VOR/DME","PEACH SPRINGS","PEACH SPRINGS","","AZ","US","TBC",59.32,240.65,114.86,"","",,"N","N","N",""
"2023/11/30","Y","C","J64",80,"TBC","VORTAC","TUBA CITY","TUBA CITY","","AZ","US","RHYSS",60.31,243.19,20,"","",,"N","N","N",""
"2023/11/30","Y","C","J64",90,"RHYSS","RP   ","","","K2","AZ","US","COCAN",60.31,243.19,26,"","",,"N","N","N",""
"2023/11/30","Y","C","J64",100,"COCAN","RP   ","","","K2","AZ","US","RSK",60.31,243.19,112.04,"","",,"N","N","N",""
"2023/11/30","Y","C","J64",110,"RSK","VORTAC","RATTLESNAKE","FARMINGTON","","NM","US","PUB",47.02,235.25,198.14,"PUB","PUEBLO",93,"N","N","N",""
"2023/11/30","Y","C","J64",120,"PUB","VORTAC","PUEBLO","PUEBLO","","CO","US","HLC",64.35,246.99,205.53,"HLC","HILL CITY",80,"N","N","N",""
"2023/11/30","Y","C","J64",130,"HLC","VORTAC","HILL CITY","HILL CITY","","KS","US","LMN",,,,"","",,"Y","N","N",""
"2023/11/30","Y","C","J64",140,"LMN","VOR/DME","LAMONI","LAMONI","","IA","US","JAVAS",71.96,261.83,54.76,"","",,"N","N","N",""
"2023/11/30","Y","C","J64",150,"JAVAS","RP   ","","","K3","IA","US","ALBRT",71.96,261.83,25.94,"","",,"N","N","N",""
"2023/11/30","Y","C","J64",160,"ALBRT","RP   ","","","K3","IA","US","BURKK",71.96,261.83,46.02,"","",,"N","N","N",""
"2023/11/30","Y","C","J64",170,"BURKK","RP   ","","","K3","IA","US","BDF",71.96,261.83,75.45,"","",,"N","N","N",""
"2023/11/30","Y","C","J64",180,"BDF","VORTAC","BRADFORD","BRADFORD","","IL","US","CADIZ",89,270.98,99.71,"","",,"N","N","N",""
"2023/11/30","Y","C","J64",190,"CADIZ","RP   ","","","K5","IN","US","WHETT",89,270.98,36.42,"","",,"N","N","N",""
"2023/11/30","Y","C","J64",200,"WHETT","RP   ","","","K5","IN","US","FWA",105.27,286.19,64.29,"","",,"N","N","Y",""
"2023/11/30","Y","C","J64",210,"FWA","VORTAC","FORT WAYNE","FORT WAYNE","","IN","US","GONER",96.71,281.97,44.88,"EWC","ELLWOOD CITY",112,"N","N","N",""
"2023/11/30","Y","C","J64",220,"GONER","RP   ","","","K5","OH","US","CASIO",96.71,281.97,80.54,"","",,"N","N","N",""
"2023/11/30","Y","C","J64",230,"CASIO","RP   ","","","K5","OH","US","MAINE",96.71,281.97,33.83,"","",,"N","N","N",""
"2023/11/30","Y","C","J64",240,"MAINE","RP   ","","","K5","OH","US","LEPEW",96.71,281.97,24.78,"","",,"N","N","N",""
"2023/11/30","Y","C","J64",250,"LEPEW","RP   ","","","K5","OH","US","EWC",96.71,281.97,42.56,"","",,"N","N","N",""
"2023/11/30","Y","C","J64",260,"EWC","VOR/DME","ELLWOOD CITY","ELLWOOD CITY","","PA","US","BURNI",102.46,287.82,110.27,"","",,"N","N","N",""
"2023/11/30","Y","C","J64",270,"BURNI","RP   ","","","K6","PA","US","MCMAN",102.46,287.82,10.72,"","",,"N","N","N",""
"2023/11/30","Y","C","J64",280,"MCMAN","RP   ","","","K6","PA","US","VALLO",102.46,287.82,6.07,"","",,"N","N","N",""
"2023/11/30","Y","C","J64",290,"VALLO","RP   ","","","K6","PA","US","RAV",102.46,287.82,38.61,"","",,"N","N","N",""
"2023/11/30","Y","C","J64",300,"RAV","VORTAC","RAVINE","RAVINE","","PA","US","SUZIE",112.63,293.09,29.3,"","",,"N","N","N",""
"2023/11/30","Y","C","J64",310,"SUZIE","RP   ","","","K6","PA","US","SARAA",112.63,293.09,3.98,"","",,"N","N","N",""
"2023/11/30","Y","C","J64",320,"SARAA","RP   ","","","K6","PA","US","",,,,"","",,"N","N","N",""
"2023/11/30","Y","C","J65",10,"SAT","VORTAC","SAN ANTONIO","SAN ANTONIO","","TX","US","WEELS",315,134.29,119.86,"","",,"N","N","N",""
"2023/11/30","Y","C","J65",20,"WEELS","RP   ","","","K4","TX","US","ABI",350,170,74.59,"","",,"N","N","Y",""
"2023/11/30","Y","C","J65",30,"ABI","VORTAC","ABILENE","ABILENE","","TX","US","CME",273.33,88.74,245.73,"","",,"N","N","N",""
"2023/11/30","Y","C","J65",40,"CME","VORTAC","CHISUM","ROSWELL","","NM","US","TCS",257.32,74.86,133.77,"","",,"N","N","N",""
"2023/11/30","Y","C","J65",50,"TCS","VORTAC","TRUTH OR CONSEQUENCES","TRUTH OR CONSEQUENCES","","NM","US","TMACK",260.48,78.9,38.55,"","",,"N","Y","N",""
"2023/11/30","Y","C","J65",60,"TMACK","RP   ","","","K2","NM","US","TAGGS",260.48,78.9,157.31,"","",,"N","N","N",""
"2023/11/30","Y","C","J65",70,"TAGGS","RP   ","","","K2","AZ","US","PXR",260.48,78.9,40,"","",,"N","N","N",""
"2023/11/30","Y","C","J65",80,"PXR","VORTAC","PHOENIX","PHOENIX","","AZ","US","KOFFA",259.9,79.14,69.25,"","",,"N","N","N",""
"2023/11/30","Y","C","J65",90,"KOFFA","RP   ","","","K2","AZ","US","SALOM",262.78,82,27.28,"","",,"N","N","Y",""
"2023/11/30","Y","C","J65",100,"SALOM","RP   ","","","K2","AZ","US","BLH",262.78,82,44.01,"","",,"N","N","N",""
"2023/11/30","Y","C","J65",110,"BLH","VORTAC","BLYTHE","BLYTHE","","CA","US","DECAS",277.57,94.72,37.38,"","",,"N","N","N",""
"2023/11/30","Y","C","J65",120,"DECAS","RP   ","","","K2","CA","US","AERRO",277.57,94.72,84.33,"","",,"N","N","N",""
"2023/11/30","Y","C","J65",130,"AERRO","RP   ","","","K2","CA","US","PMD",277.57,94.72,54.11,"","",,"N","N","N",""
"2023/11/30","Y","C","J65",140,"PMD","VORTAC","PALMDALE","PALMDALE","","CA","US","LANDO",295.06,114.74,35.58,"","",,"N","N","N",""
"2023/11/30","Y","C","J65",150,"LANDO","RP   ","","","K2","CA","US","EHF",306.26,125.98,36.86,"","",,"N","N","Y",""
"2023/11/30","Y","C","J65",160,"EHF","VORTAC","SHAFTER","BAKERSFIELD","","CA","US","SAC",,,,"","",,"Y","N","N",""
"2023/11/30","Y","C","J65",170,"SAC","VORTAC","SACRAMENTO","SACRAMENTO","","CA","US","RBL",325.39,143.96,104.23,"","",,"N","N","N",""
"2023/11/30","Y","C","J65",180,"RBL","VORTAC","RED BLUFF","RED BLUFF","","CA","US","LMT",352.44,173.78,125.33,"","",,"N","N","N",""
"2023/11/30","Y","C","J65",190,"LMT","VORTAC","KLAMATH FALLS","KLAMATH FALLS","","OR","US","SEA",338.72,156.31,317.95,"","",,"N","Y","N",""
"2023/11/30","Y","C","J65",200,"SEA","VORTAC","SEATTLE","SEATTLE","","WA","US","",,,,"","",,"N","N","N",""
"2023/11/30","Y","C","J66",10,"EWM","VORTAC","NEWMAN","NEWMAN","","TX","US","BGS",70.65,254.2,245.27,"","",,"N","Y","N",""
"2023/11/30","Y","C","J66",20,"BGS","VORTAC","BIG SPRING","BIG SPRING","","TX","US","ABI",74.58,256.45,82.48,"","",,"N","N","N",""
"2023/11/30","Y","C","J66",30,"ABI","VORTAC","ABILENE","ABILENE","","TX","US","FUZ",69.08,254.53,138.1,"","",,"N","N","N",""
"2023/11/30","Y","C","J66",40,"FUZ","VORTAC","RANGER","DALLAS-FORT WORTH","","TX","US","BYP",44.54,225.06,61.41,"","",,"N","N","N",""
"2023/11/30","Y","C","J66",50,"BYP","VORTAC","BONHAM","BONHAM","","TX","US","DECOD",64.19,247.46,49.86,"","",,"N","N","N",""
"2023/11/30","Y","C","J66",60,"DECOD","RP   ","","","K4","TX","US","GLOVE",64.19,247.46,10.14,"","",,"N","N","N",""
"2023/11/30","Y","C","J66",70,"GLOVE","RP   ","","","K4","TX","US","MEEOW",64.19,247.46,83.17,"","",,"N","N","N",""
"2023/11/30","Y","C","J66",80,"MEEOW","RP   ","","","K4","AR","US","LIT",64.19,247.46,70,"","",,"N","N","N",""
"2023/11/30","Y","C","J66",90,"LIT","VORTAC","LITTLE ROCK","LITTLE ROCK","","AR","US","GEEYY",73.82,259.08,50.38,"","",,"N","N","N",""
"2023/11/30","Y","C","J66",100,"GEEYY","WP   ","","","K4","AR","US","MEM",73.82,259.08,60.01,"","",,"N","N","N",""
"2023/11/30","Y","C","J66",110,"MEM","VORTAC","MEMPHIS","MEMPHIS","","TN","US","BEATS",98.97,280.42,115.41,"","",,"N","N","N",""
"2023/11/30","Y","C","J66",120,"BEATS","WP   ","","","K7","AL","US","DEVAC",98.97,280.42,12.7,"","",,"N","N","N",""
"2023/11/30","Y","C","J66",130,"DEVAC","RP   ","","","K7","AL","US","WODDY",101.69,283,48.18,"","",,"N","N","Y",""
"2023/11/30","Y","C","J66",140,"WODDY","RP   ","","","K7","AL","US","CALCO",101.69,283,23.93,"","",,"N","N","N",""
"2023/11/30","Y","C","J66",150,"CALCO","RP   ","","","K7","AL","US","RMG",101.69,283,46.08,"","",,"N","N","N",""
"2023/11/30","Y","C","J66",160,"RMG","VORTAC","ROME","ROME","","GA","US","",,,,"","",,"N","N","N",""
"2023/11/30","Y","C","J67",10,"LIN","VOR/DME","LINDEN","LINDEN","","CA","US","LKV",347.76,166.08,265.9,"","",,"N","N","N",""
"2023/11/30","Y","C","J67",20,"LKV","VORTAC","LAKEVIEW","LAKEVIEW","","OR","US","BTG",316.96,133.5,215.06,"","",,"N","N","N",""
"2023/11/30","Y","C","J67",30,"BTG","VORTAC","BATTLE GROUND","BATTLE GROUND","","WA","US","",,,,"","",,"N","N","N",""
"2023/11/30","Y","C","J68",10,"GEP","VORTAC","GOPHER","MINNEAPOLIS","","MN","US","NICKL",103,284.09,70.01,"","",,"N","N","N",""
"2023/11/30","Y","C","J68",20,"NICKL","RP   ","","","K5","WI","US","DLL",125.34,306.78,114.69,"","",,"N","N","Y",""
"2023/11/30","Y","C","J68",30,"DLL","VORTAC","DELLS","BARABOO","","WI","US","BAE",108.39,290.4,69.82,"","",,"N","N","N",""
"2023/11/30","Y","C","J68",40,"BAE","VOR/DME","BADGER","MILWAUKEE","","WI","US","DABJU",84.14,265.52,88.46,"","",,"N","N","N",""
"2023/11/30","Y","C","J68",50,"DABJU","RP   ","","","K5","MI","US","FNT",102.27,283.99,111.95,"","",,"N","N","Y",""
"2023/11/30","Y","C","J68",60,"FNT","VORTAC","FLINT","FLINT","","MI","US","",,,,"","",,"N","N","N",""
"2023/11/30","Y","C","J7",10,"LAX","VORTAC","LOS ANGELES","LOS ANGELES","","CA","US","FIM",303.71,123.46,33.83,"","",,"N","N","N",""
"2023/11/30","Y","C","J7",20,"FIM","VORTAC","FILLMORE","FILLMORE","","CA","US","REYES",310.33,129.9,22.02,"","",,"N","N","N",""
"2023/11/30","Y","C","J7",30,"REYES","RP   ","","","K2","CA","US","DERBB",310.33,129.9,43.65,"","",,"N","N","N",""
"2023/11/30","Y","C","J7",40,"DERBB","RP   ","","","K2","CA","US","REBRG",344.14,164.17,43.48,"","",,"N","N","Y",""
"2023/11/30","Y","C","J7",50,"REBRG","RP   ","","","K2","CA","US","FRA",344.14,164.17,67.3,"","",,"N","N","N",""
"2023/11/30","Y","C","J7",60,"FRA","VORTAC","FRIANT","FRIANT","","CA","US","GENNE",341.89,162.85,96.56,"","",,"N","N","N",""
"2023/11/30","Y","C","J7",70,"GENNE","RP   ","","","K2","CA","US","FMG",341.89,162.85,48.94,"","",,"N","N","N",""
"2023/11/30","Y","C","J7",80,"FMG","VORTAC","MUSTANG","RENO","","NV","US","GASSI",7.28,185.45,68,"","",,"N","Y","N",""
"2023/11/30","Y","C","J7",90,"GASSI","RP   ","","","K2","NV","US","REO",7.28,185.45,132.59,"","",,"N","N","N",""
"2023/11/30","Y","C","J7",100,"REO","VOR/DME","ROME","ROME","","OR","US","BOI",32.36,215.51,93.62,"","",,"N","N","N",""
"2023/11/30","Y","C","J7",110,"BOI","VORTAC","BOISE","BOISE","","ID","US","LKT",28.14,213.62,126.56,"","",,"N","N","N",""
"2023/11/30","Y","C","J7",120,"LKT","VOR/DME","SALMON","SALMON","","ID","US","GTF",23.4,202.33,183.38,"","",,"N","N","N",""
"2023/11/30","Y","C","J7",130,"GTF","VORTAC","GREAT FALLS","GREAT FALLS","","MT","US","GGRBI",23.39,204.84,121.69,"","",,"N","N","N",""
"2023/11/30","Y","C","J7",140,"GGRBI","CN   ","","","K1","MT","US","U.S. CANADIAN BORDER-2",,,,"","",,"N","N","N",""
"2023/11/30","Y","C","J7",150,"U.S. CANADIAN BORDER-2","","","","","","","",,,,"","",,"N","N","N",""
"2023/11/30","Y","C","J70",10,"HQM","VORTAC","HOQUIAM","HOQUIAM","","WA","US","ELMAA",49.05,230.4,32.66,"","",,"N","N","N",""
"2023/11/30","Y","C","J70",20,"ELMAA","RP   ","","","K1","WA","US","SEA",49.05,230.4,48.13,"","",,"N","N","N",""
"2023/11/30","Y","C","J70",30,"SEA","VORTAC","SEATTLE","SEATTLE","","WA","US","NORMY",71.62,251.74,23.97,"","",,"N","N","N",""
"2023/11/30","Y","C","J70",40,"NORMY","RP   ","","","K1","WA","US","BLUIT",71.62,251.74,53.12,"","",,"N","N","N",""
"2023/11/30","Y","C","J70",50,"BLUIT","RP   ","","","K1","WA","US","EPH",71.62,251.74,40.57,"","",,"N","N","N",""
"2023/11/30","Y","C","J70",60,"EPH","VORTAC","EPHRATA","EPHRATA","","WA","US","MLP",65.85,254.63,154.01,"","",,"N","N","N",""
"2023/11/30","Y","C","J70",70,"MLP","VOR/DME","MULLAN PASS","MULLAN PASS","","MT","US","LWT",78.39,262.82,248.01,"","",,"N","N","N",""
"2023/11/30","Y","C","J70",80,"LWT","VOR/DME","LEWISTOWN","LEWISTOWN","","MT","US","DIK",74.86,260.86,281,"","",,"N","Y","N",""
"2023/11/30","Y","C","J70",90,"DIK","VORTAC","DICKINSON","DICKINSON","","ND","US","ABR",99.63,289.8,203.13,"ABR","ABERDEEN",60,"N","N","N",""
"2023/11/30","Y","C","J70",100,"ABR","VOR/DME","ABERDEEN","ABERDEEN","","SD","US","GEP",85.63,270.18,212.25,"","",,"N","N","N",""
"2023/11/30","Y","C","J70",110,"GEP","VORTAC","GOPHER","MINNEAPOLIS","","MN","US","NICKL",103,285.28,70.01,"","",,"N","N","N",""
"2023/11/30","Y","C","J70",120,"NICKL","RP   ","","","K5","WI","US","WILDD",103,285.28,56.04,"","",,"N","N","N",""
"2023/11/30","Y","C","J70",130,"WILDD","RP   ","","","K5","WI","US","AUGER",103,285.28,21.52,"","",,"N","N","N",""
"2023/11/30","Y","C","J70",140,"AUGER","RP   ","","","K5","WI","US","BAE",128.72,310,107.3,"","",,"N","N","Y",""
"2023/11/30","Y","C","J70",150,"BAE","VOR/DME","BADGER","MILWAUKEE","","WI","US","PMM",109.33,292.81,103.9,"","",,"N","N","N",""
